TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,4,14,bell,Did you see the bell?,0.2,0.016,JPG\,teabag,envelope03a,cellphone,apple07,callbell,orange,earrings01,book01b,hammer01,blender,toaster01,calculator01,globe,battery02b,None,None,None,callbell,teabag,envelope03a,cellphone,apple07,cauliflower01,orange,earrings01,book01b,hammer01,feather03a,toaster01,calculator01,globe,battery02b,carrot01,toiletpaper01a,0,153,153,194,,,,,,,,,,,,,,,,,,,,,557.940191799993,558.9559257999936,558.9390699999931,559.5422241999913,559.5422241999913,None,560.6507126999932,None,right,0.8144358999998076,560.6507126999932,None,561.4890579999919,None,left,0.06792549999954645,561.4890579999919,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,rake,Did you see the rake?,0.2,0.016,JPG\,scissors01,grape01,mushroom01,toiletpaper01a,leafrake,pizza,cigarette,ashtray01,carrot01,blender,condom,lipstick02a,teabag,stapler03a,potato02b,None,None,leafrake,scissors01,grape01,mushroom01,toiletpaper01a,greenolive,pizza,cigarette,ashtray01,carrot01,pineapple01a,condom,lipstick02a,teabag,stapler03a,potato02b,violin,0,154,154,137,,,,,,,,,,,,,,,,,,,,,561.5889852999971,562.5892479000031,562.5726257999922,563.1802935000014,563.1802935000014,None,564.261931400004,None,right,0.4900979000085499,564.261931400004,None,564.7723442999995,None,left,0.06840010000451002,564.7723442999995,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,cash register,Did you see the cash register?,0.2,0.016,JPG\,leaf02a,apple07,cd,pineapple01a,envelope03a,cashregister01,blender,stapler03a,rice,feather03a,lemon02,None,None,None,None,None,None,cashregister01,leaf02a,apple07,cd,pineapple01a,envelope03a,paintbrush01,ruler05,stapler03a,rice,feather03a,lemon02,balloon01b,avocado01,calculator01,watermelon01,teabag,0,155,155,79,,,,,,,,,,,,,,,,,,,,,564.8763187000004,565.8889850999985,565.8724182000005,566.4776574999996,566.4776574999996,None,567.4916311999987,None,right,0.44463189999805763,567.4916311999987,None,567.9556200999941,None,left,0.08928280000691302,567.9556200999941,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,8,13,7,4,17,fountain,Did you see the fountain?,0.2,0.016,JPG\,printer02,envelope03a,potato02b,calculator01,tableknife02,cigarette,ashtray01,parkfountain,broom01,greenolive,candle08b,battery02b,strawberry,candle01,condom,tennisball01b,0,parkfountain,printer02,envelope03a,potato02b,calculator01,tableknife02,cigarette,ashtray01,ruler05,broom01,greenolive,candle08b,battery02b,strawberry,candle01,condom,tennisball01b,0,156,156,326,,,,,,,,,,,,,,,,,,,,,568.0775392999931,569.0889896000008,569.0722936999955,569.6896118000004,569.6896118000004,None,570.8474786000006,None,right,0.44741740000608843,570.8474786000006,None,571.3222356999904,None,left,0.07437450000725221,571.3222356999904,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,4,12,bird,Did you see the bird?,0.2,0.016,JPG\,speaker04,sewingmachine01a,eraser,violin,globe,belt02a,tern,bagel,cd,greenolive,umbrella04,pear01,None,None,None,None,None,tern,speaker04,sewingmachine01a,eraser,violin,globe,belt02a,sunglasses04,bagel,cd,greenolive,umbrella04,pear01,watch02a,screwdriver04b,banana01,cigarette,0,157,157,268,,,,,,,,,,,,,,,,,,,,,571.4221873999923,572.4228464999906,572.4228464999906,573.052062200004,573.052062200004,None,574.1625528000004,None,right,0.2969864000042435,574.1625528000004,None,574.4888169999904,None,left,0.05687279999256134,574.4888169999904,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,chair,Did you see the chair?,0.2,0.016,JPG\,fork03c,staples,dice05a,belt02a,onion,watch02a,chair,blender,eraser,medal02b,greenolive,shirt02,candle08b,None,None,None,None,chair,fork03c,staples,dice05a,belt02a,onion,watch02a,key01,globe,eraser,medal02b,greenolive,shirt02,candle08b,cigarette,garlic01a,comb02a,0,158,158,101,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,,,,,,574.5721435000014,575.5724238999974,575.5556668999925,576.153372899993,576.153372899993,None,577.216088599991,None,right,0.4716666000022087,577.216088599991,None,577.705466799991,None,left,0.05632070000865497,577.705466799991,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,5,13,Well,Did you see the Well?,0.2,0.016,JPG\,leaf02a,apple07,cd,pineapple01a,envelope03a,paintbrush01,well,stapler03a,rice,feather03a,lemon02,balloon01b,avocado01,None,None,None,None,well,leaf02a,apple07,cd,pineapple01a,envelope03a,paintbrush01,ruler05,stapler03a,rice,feather03a,lemon02,balloon01b,avocado01,calculator01,watermelon01,teabag,0,159,159,269,,,,,,,,,,,,,,,,,,,,,577.7903082999983,578.8056149999902,578.7889866999903,579.4081863000029,579.4081863000029,None,580.4609158999956,None,right,0.5554731000011088,580.4609158999956,None,581.0387544999976,None,left,0.06855640000139829,581.0387544999976,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,7,12,6,3,15,None,Did you see the ?,0.2,0.016,JPG\,lighter01,hammer01,spoon01,chain01,bagel,sponge01,lipstick02a,umbrella04,ruler05,watermelon01,cauliflower01,blender,broccoli01a,tableknife02,tennisball01b,None,None,None,lighter01,hammer01,spoon01,chain01,bagel,sponge01,lipstick02a,umbrella04,ruler05,watermelon01,cauliflower01,lemon02,broccoli01a,tableknife02,tennisball01b,toothbrush03b,0,160,160,416,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,,,581.1417108000023,582.155426199999,582.1387435999932,582.731065400003,582.731065400003,None,583.7869145000004,None,right,0.5556996000086656,583.7869145000004,None,584.3720119999925,None,left,0.08038390001456719,584.3720119999925,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,Treadmill,Did you see the Treadmill?,0.2,0.016,JPG\,stapler03a,banana01,scissors01,ruler05,shirt02,treadmill,blender,sponge01,fork03c,tableknife02,balloon01b,None,None,None,None,None,None,treadmill,stapler03a,banana01,scissors01,ruler05,shirt02,leaf02a,pear01,sponge01,fork03c,tableknife02,balloon01b,match,toothbrush03b,bowl02a,candle01,thermometer02b,0,161,161,119,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,,,,,584.4720002999966,585.4720603000023,585.4720603000023,586.0814110999927,586.0814110999927,None,587.2357902999938,None,right,0.08998499999870546,587.2357902999938,None,587.3553030999901,None,left,0.0713225999934366,587.3553030999901,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,Hula hoop,Did you see the Hula hoop?,0.2,0.016,JPG\,earrings01,candle01,match,printer02,broom01,balloon01b,belt02a,hulahoop,blender,feather03a,rice,mushroom01,pencil01,None,None,None,None,hulahoop,earrings01,candle01,match,printer02,broom01,balloon01b,belt02a,potato02b,computerkeyboard02,feather03a,rice,mushroom01,pencil01,cd,speaker04,ruler05,0,162,162,64,,,,,,,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,,587.4552827000007,588.4553412999958,588.4553412999958,588.9556557999895,588.9556557999895,None,590.0499332999898,None,right,0.3509632000059355,590.0499332999898,None,590.421923300004,None,left,0.048393100005341694,590.421923300004,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,windmill,Did you see the windmill?,0.2,0.016,JPG\,pizza,printer02,medal02b,spoon01,grape01,windmill,blender,watermelon01,celery,battery02b,None,None,None,None,None,None,None,windmill,pizza,printer02,medal02b,spoon01,grape01,lighter01,belt02a,watermelon01,celery,battery02b,screw02,comb02a,cauliflower01,lipstick02a,potato02b,staples,0,163,163,75,,,,,,,,,,,,,,,,,,,,,590.4887032999977,591.4885459999932,591.4885459999932,592.1151033999922,592.1151033999922,None,593.2290244999895,None,right,0.46161149999534246,593.2290244999895,None,593.7219104999967,None,left,0.04092139999556821,593.7219104999967,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,8,13,7,4,17,fax machine,Did you see the fax machine?,0.2,0.016,JPG\,tennisball01b,paintbrush01,medal02b,apple07,speaker04,iron01b,avocado01,faxmachine,belt02a,toiletpaper01a,watermelon01,candle01,globe,bagel,ashtray01,screwdriver04b,0,faxmachine,tennisball01b,paintbrush01,medal02b,apple07,speaker04,iron01b,avocado01,greenolive,belt02a,toiletpaper01a,watermelon01,candle01,globe,bagel,ashtray01,screwdriver04b,0,164,164,343,,,,,,,,,,,,,,,,,,,,,593.8274604000035,594.8387499999953,594.8055139999924,595.4491558000009,595.4491558000009,None,596.5317060999951,None,right,0.7023297999985516,596.5317060999951,None,597.2552679999935,None,left,0.05755860000499524,597.2552679999935,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,Bull,Did you see the Bull?,0.2,0.016,JPG\,sewingmachine01a,thermometer02b,sponge01,eraser,broccoli01a,fork03c,pizza,bull,blender,medal02b,pineapple01a,tennisball01b,staples,cauliflower01,None,None,None,bull,sewingmachine01a,thermometer02b,sponge01,eraser,broccoli01a,fork03c,pizza,violin,belt02a,medal02b,pineapple01a,tennisball01b,staples,cauliflower01,lemon02,clock01a,0,165,165,125,,,,,,,,,,,,,,,,,,,,,597.3384269999951,598.3387344999937,598.3220825000026,598.9518893999921,598.9518893999921,None,600.034897199992,None,right,0.6078234000015073,600.034897199992,None,600.6718712000002,None,left,0.04790740000316873,600.6718712000002,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,pipe,Did you see the pipe?,0.2,0.016,JPG\,scissors01,ashtray01,garlic01a,medal02b,cigarette,candle08b,leaf02a,smokingpipe,cucumber,rice,toiletpaper01a,greenolive,blender,cellphone,tableknife02,spoon01,0,smokingpipe,scissors01,ashtray01,garlic01a,medal02b,cigarette,candle08b,leaf02a,envelope03a,cucumber,rice,toiletpaper01a,greenolive,bagel,cellphone,tableknife02,spoon01,0,166,166,185,,,,,,,,,,,,,,,,,,,,,600.7399667999998,601.7551075999945,601.7384074000001,602.3344940999959,602.3344940999959,None,603.3372379999928,None,right,0.5224013000115519,603.3372379999928,None,603.888412100001,None,left,0.04100450000260025,603.888412100001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,8,9,7,3,12,light bulb,Did you see the light bulb?,0.2,0.016,JPG\,condom,cigarette,pen04b,bowl02a,hammer01,rice,binoculars01b,fluorescentlightbulb,potato02b,cauliflower01,paintbrush01,ashtray01,None,None,None,None,None,fluorescentlightbulb,condom,cigarette,pen04b,bowl02a,hammer01,rice,binoculars01b,chain01,potato02b,cauliflower01,paintbrush01,ashtray01,scarf,cellphone,calculator01,leaf02a,0,167,167,298,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,604.0146829000005,605.0219732999976,605.0051275000005,605.6159437000024,605.6159437000024,None,606.6978381999943,None,right,0.638765700001386,606.6978381999943,None,607.3551602999942,None,left,0.04622409999137744,607.3551602999942,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,4,15,sword,Did you see the sword?,0.2,0.016,JPG\,stapler03a,banana01,scissors01,ruler05,shirt02,broadsword,pear01,sponge01,fork03c,tableknife02,blender,match,toothbrush03b,bowl02a,candle01,None,None,broadsword,stapler03a,banana01,scissors01,ruler05,shirt02,leaf02a,pear01,sponge01,fork03c,tableknife02,balloon01b,match,toothbrush03b,bowl02a,candle01,thermometer02b,0,168,168,214,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,,,,607.4273647999944,608.4385226000013,608.4217642000003,609.029726599998,609.029726599998,None,610.1494728999969,None,right,0.5601048000098672,610.1494728999969,None,610.7383491999935,None,left,0.037007599996286444,610.7383491999935,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,bowling ball,Did you see the bowling ball?,0.2,0.016,JPG\,staples,pineapple01a,broom01,pen04b,sock01a,sandal,condom,bowlingball,blender,toothbrush03b,celery,candle08b,tennisball01b,None,None,None,None,bowlingball,staples,pineapple01a,broom01,pen04b,sock01a,sandal,condom,battery02b,stapler03a,toothbrush03b,celery,candle08b,tennisball01b,lamp04a,pear01,teabag,0,169,169,7,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,,,610.8442209999921,611.8552116999927,611.8385757999931,612.3387819999916,612.3387819999916,None,613.4315302000032,None,right,0.4292559000023175,613.4315302000032,None,613.8882206999988,None,left,0.05825380000169389,613.8882206999988,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,4,12,Steering wheel,Did you see the Steering wheel?,0.2,0.016,JPG\,umbrella04,banana01,apple07,tomato01,button01,spoon01,steeringwheel,fork03c,stapler03a,potato02b,grape01,leaf02a,None,None,None,None,None,steeringwheel,umbrella04,banana01,apple07,tomato01,button01,spoon01,blueberry01,fork03c,stapler03a,potato02b,grape01,leaf02a,teabag,screwdriver04b,hammer01,tennisball01b,0,170,170,290,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,,613.9770766000001,614.9881909999967,614.9715465999907,615.4719882999925,615.4719882999925,None,616.555930699993,None,right,0.478885899996385,616.555930699993,None,617.0549137999915,None,left,0.045802900014678016,617.0549137999915,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,Piano,Did you see the Piano?,0.2,0.016,JPG\,binoculars01b,bagel,pizza,candy,uprightpiano01,blender,grape01,thermometer02b,speaker04,None,None,None,None,None,None,None,None,uprightpiano01,binoculars01b,bagel,pizza,candy,paintbrush01,sponge01,grape01,thermometer02b,speaker04,lemon02,lipstick02a,strawberry,candle01,stapler03a,plate01b,pen04b,0,171,171,120,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,,,,617.1232783000014,618.1382079000032,618.1214897000027,618.7357084999967,618.7357084999967,None,619.7392832999903,None,right,0.7068409999919822,619.7392832999903,None,620.4715887999919,None,left,0.03726189999724738,620.4715887999919,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,5,10,4,3,13,None,Did you see the ?,0.2,0.016,JPG\,tomato01,pen04b,shirt02,carrot01,lamp04a,key01,pizza,avocado01,sewingmachine01a,blender,iron01b,book01b,chain01,None,None,None,None,None,tomato01,pen04b,shirt02,carrot01,lamp04a,key01,pizza,avocado01,sewingmachine01a,apple07,iron01b,book01b,chain01,sock01a,candle01,broom01,0,172,172,409,,,,,,,,,,,,,,,,,,,,,620.5381208999897,621.5381477999908,621.5381477999908,622.1615547999972,622.1615547999972,None,623.2280408999941,None,right,0.5426888999936637,623.2280408999941,None,623.7881323000038,None,left,0.07035220001125708,623.7881323000038,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,4,15,Spear,Did you see the Spear?,0.2,0.016,JPG\,belt02a,measuringcup01,spoon01,chain01,greenolive,spear02,computerkeyboard02,onion,fan,strawberry,candle01,broom01,binoculars01b,ashtray01,stapler03a,None,None,spear02,belt02a,measuringcup01,spoon01,chain01,greenolive,candle08b,computerkeyboard02,onion,fan,strawberry,candle01,broom01,binoculars01b,ashtray01,stapler03a,pear01,0,173,173,334,,,,,,,,,,,,,,,,,,,,,623.889224700004,624.9047196000029,624.8881974999967,625.4991984999942,625.4991984999942,None,626.6119123999961,None,right,0.8425511000095867,626.6119123999961,None,627.4712736999936,None,left,0.06304960000852589,627.4712736999936,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,6,7,5,5,12,None,Did you see the ?,0.2,0.016,JPG\,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,blender,fan,lighter01,sock01a,spoon01,blueberry01,None,None,None,None,None,None,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,fan,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,grape01,avocado01,0,174,174,361,,,,,,,,,,,,,,,,,,,,,627.5566902999999,628.5713181000028,628.5546922999929,629.1499086999975,629.1499086999975,None,630.2419966000016,None,right,0.7780500999942888,630.2419966000016,None,631.0380079000024,None,left,0.06589000001258682,631.0380079000024,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,drum sticks,Did you see the drum sticks?,0.2,0.016,JPG\,pineapple01a,tennisball01b,computerkeyboard02,feather03a,belt02a,drumstick,blender,blueberry01,medal02b,umbrella04,None,None,None,None,None,None,None,drumstick,pineapple01a,tennisball01b,computerkeyboard02,feather03a,belt02a,stapler03a,violin,blueberry01,medal02b,umbrella04,greenolive,screwdriver04b,potato02b,fork03c,bagel,avocado01,0,175,175,61,,,,,,,,,,,,,,,,,,,,,631.124470099996,632.138268900002,632.1214913000003,632.7364262999909,632.7364262999909,None,633.7867441999988,None,right,0.8098161000089021,633.7867441999988,None,634.6212686999934,None,left,0.03132569999434054,634.6212686999934,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,6,7,5,5,12,None,Did you see the ?,0.2,0.016,JPG\,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,blender,pizza,candle08b,garlic01a,toaster01,belt02a,None,None,None,None,None,None,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,feather03a,pizza,candle08b,garlic01a,toaster01,belt02a,cigarette,violin,lemon02,fork03c,0,176,176,362,,,,,,,,,,,,,,,,,,,,,634.6719276999938,635.6713289999898,635.6713289999898,636.2923506999941,636.2923506999941,None,637.3659189000027,None,right,0.6401034000009531,637.3659189000027,None,638.0384010999987,None,left,0.02437520000967197,638.0384010999987,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,5,10,4,4,14,None,Did you see the ?,0.2,0.016,JPG\,candle01,fork03c,plate01b,violin,computerkeyboard02,candy,calculator01,paintbrush01,cherry01,blender,teabag,banana01,cd,lighter01,None,None,None,None,candle01,fork03c,plate01b,violin,computerkeyboard02,candy,calculator01,paintbrush01,cherry01,sock01a,teabag,banana01,cd,lighter01,book01b,tennisball01b,0,177,177,417,,,,,,,,,,,,,,,,,,,,,638.0957849999977,639.1047954999958,639.0882124999916,639.6890163999924,639.6890163999924,None,640.7032318999991,None,right,0.6652064999943832,640.7032318999991,None,641.387819399999,None,left,0.049347600011969917,641.387819399999,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,3,15,Rollerblade,Did you see the Rollerblade?,0.2,0.016,JPG\,hammer01,sponge01,toaster01,cherry01,feather03a,mushroom01,rollerblade,pencil01,tennisball01b,brick,clock04,blender,teabag,garlic01a,envelope03a,None,None,rollerblade,hammer01,sponge01,toaster01,cherry01,feather03a,mushroom01,measuringcup01,pencil01,tennisball01b,brick,clock04,medal02b,teabag,garlic01a,envelope03a,orange,0,178,178,163,,,,,,,,,,,,,,,,,,,,,641.4544766000035,642.4548436999903,642.4379683000006,643.033474099997,643.033474099997,None,644.0966374999989,None,right,0.698244600003818,644.0966374999989,None,644.8211406999908,None,left,0.06462760000431444,644.8211406999908,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
